DATE,BAA10YM,CPIAUCSL,FEDFUNDS,HOUST,INDPRO,INTDSRUSM193N,ISRATIO,M2SL,MTSDS133FMS,PAYEMS,PCE,T10Y2YM,T10YFFM,UMCSENT,UNRATE,USSLIND,A191RL1Q225SBEA,A191RO1Q156NBEA,GDPC1,GFDEGDQ188S,GPDI,PCEC
1971-01-01,2.5,5.277044854881274,4.14,68.47926267281106,-1.1040420119463712,5.23,,7.343962008141114,,-0.43694503765314696,7.53936694766979,,2.1,-9.15934755332497,5.9,,11.3,2.7,2.6972442943454578,-2.501752673657387,12.718826027731357,7.519728978842322
1971-02-01,2.28,4.724409448818889,3.72,33.40996168582375,-1.22743848722624,4.91,,9.329694695548362,,-0.6984082462660357,7.160883280757102,,2.39,0.0,5.9,,8.266666666666667,2.833333333333333,2.8338328118078016,-1.975403332376502,13.519907185811553,7.6987726647558485
1971-03-01,2.76,4.438642297650142,3.71,44.80667172100077,-1.2059561876091474,4.75,,10.65894772688576,,-0.8271402779527204,7.860192946386224,,1.99,0.0,6.0,,5.233333333333333,2.966666666666667,2.970292220736459,-1.4418624768308907,14.31051048582943,7.875967777734294
1971-04-01,2.62,4.155844155844157,4.15,57.12025316455696,-0.3953940958252189,4.75,,11.896668932698852,,-0.43729326680496117,8.301886792452828,,1.68,0.0,5.9,,2.2,3.1,3.1066227041022687,-0.9009817066681469,15.09084016214166,8.051342799694506
1971-05-01,2.23,4.404145077720201,4.63,58.83720930232559,0.22701241876326161,4.75,,12.713440405748111,,0.17293740509531919,7.580946450809467,,1.76,6.366047745358094,5.9,,2.566666666666667,3.066666666666667,3.072841950103511,-0.4654184308692244,15.460494491248266,8.025675635203955
1971-06-01,2.23,4.381443298969079,4.91,46.28158844765342,0.973741766059244,4.75,,13.071236559139777,,0.3167720226949555,8.277889524988403,,1.61,6.366047745358094,5.9,,2.933333333333333,3.033333333333333,3.0392674721841706,-0.031472795618481264,15.826662019053916,8.000322293580698
1971-07-01,2.03,4.370179948586128,5.31,37.310481212920244,0.43429095433247245,4.88,,13.436821899515937,,0.3687388287616278,7.771781033153435,,1.42,6.366047745358094,6.0,,3.3,3.0,3.0058973867138405,0.40086419402549645,16.18939184837609,7.975277054302898
1971-08-01,2.18,4.358974358974366,5.56,54.253037884202996,0.029675351652924675,5.0,,13.324516448999834,,0.6146298828537899,7.964466227599942,,1.02,5.79896907216495,6.1,,2.5,3.466666666666667,3.4564142402737863,0.15518205094757764,17.095121676299453,8.42915422253283
1971-09-01,2.45,4.081632653061207,5.55,33.05084745762712,2.3608830315754448,5.0,,13.301701570680624,,0.9444068561118568,8.17781823698982,,0.59,5.79896907216495,6.0,,1.7,3.9333333333333336,3.9101728772396926,-0.08642993595272541,18.02637698753673,8.879959712311791
1971-10-01,2.55,3.8071065989847774,5.2,34.683544303797476,5.23230378860795,5.0,,13.303049967553537,,1.58959742488054,8.734619474403772,,0.73,5.79896907216495,5.8,,0.9,4.4,4.3672084142996725,-0.32407207967278806,18.98425225181999,9.327724600514031
1971-11-01,2.57,3.535353535353525,4.91,32.48330297510624,6.322941369477131,4.9,,13.443889872806313,,2.04235254015821,9.79287237282973,,0.9,13.25966850828728,6.0,,3.1333333333333333,4.1000000000000005,4.064832570918986,-0.008424537044338098,16.593977472404543,9.14815044500945
1971-12-01,2.45,3.266331658291466,4.14,21.236133122028523,5.135834276445839,4.63,,13.375897845171592,,1.8603797039213443,9.435096153846146,,1.79,13.25966850828728,6.0,,5.366666666666666,3.8,3.767834358251654,0.3147244736104726,14.402906857427645,8.971961320424281
1972-01-01,2.28,3.2581453634085378,3.5,36.43326039387309,6.843118582312013,4.5,,13.39864117554117,,2.223946941367383,8.194054134003848,,2.45,13.25966850828728,5.8,,7.6,3.5,3.4760715822844013,0.6456455803694805,12.387134225177432,8.799062407057857
1972-02-01,2.15,3.759398496240607,3.29,37.2774267662263,8.081515186870458,4.5,,13.21372854914198,,2.600025421215424,8.360317927583182,,2.79,18.82202304737517,5.7,,8.2,4.1,4.071243646331912,-0.2336511209149572,13.259149880534938,8.952196752091158
1972-03-01,2.17,3.499999999999992,3.83,22.198952879581157,8.94626737057398,4.5,,12.863517464225271,,2.94101044312729,9.853372434017604,,2.24,18.82202304737517,5.8,,8.8,4.7,4.664276396439648,-1.115376541180868,14.107776558538587,9.103249556068915
1972-04-01,2.05,3.4912718204488824,4.17,13.24269889224572,9.483250352956961,4.5,,12.150668286755772,,2.9928486964356127,9.247967479674802,,2.02,18.82202304737517,5.7,,9.4,5.3,5.255181346387872,-1.999540756947804,14.933942806176482,9.25226297378192
1972-05-01,2.1,3.2258064516129226,4.27,8.394338701805747,8.874005860192536,4.5,,11.48942552872354,,3.118727806083066,9.68021993922732,,1.86,10.473815461346625,5.7,,7.533333333333332,5.333333333333333,5.297660297208351,-2.6574992923850016,15.077524316425261,9.48725388363274
1972-06-01,2.09,2.9629629629629672,4.46,11.253701875616983,8.72698445171849,4.5,,11.396731054977716,,3.514188677126895,8.831094598456701,,1.65,10.473815461346625,5.7,,5.666666666666666,5.366666666666667,5.339907456276816,-3.307312677192009,15.218847941208269,9.719481302000599
1972-07-01,2.12,2.9556650246305383,4.55,8.11329812770043,8.995781023582694,4.5,,11.75691583284284,,3.3569375306737648,10.158821004435548,,1.56,10.473815461346625,5.6,,3.8,5.4,5.38192471563268,-3.949131229407643,15.357966524463285,9.948993691884533
1972-08-01,1.98,2.9484029484029284,4.8,10.37998146431882,11.089355642577425,4.5,,12.137126185266233,,3.878217253022842,10.129096325719967,,1.41,15.956151035322797,5.6,,4.833333333333333,5.9,5.886898092167714,-4.401225788894559,17.155745717619265,10.275174559773713
1972-09-01,1.54,3.1862745098039325,4.87,21.558059774620286,10.147686715303283,4.5,,12.389891696750887,,3.7003937777529528,9.551192145862553,,1.68,15.956151035322797,5.5,,5.866666666666667,6.4,6.391078965947772,-4.847999015353843,18.975420785466213,10.59645605997368
1972-10-01,1.58,3.1784841075794823,5.04,16.776315789473696,10.790620094685943,4.5,,12.671821305841924,,4.232154322883219,11.050572785694325,,1.44,15.956151035322797,5.6,,6.9,6.9,6.8944692011348785,-5.289544310412142,20.817394196894345,10.912947755352054
1972-11-01,1.71,3.4146341463414664,5.06,10.953253895508697,11.627142627754816,4.5,,12.673857507805831,,4.350912355421932,11.041753363850738,,1.22,10.609756097560986,5.3,,8.033333333333333,7.133333333333334,7.119655034735239,-4.9088431692665075,20.327161809803385,11.161203174815547
